user_id,current_role,years_experience,industry,skills,education_level,next_role,skills_to_learn,current_salary_LPA,predicted_salary_LPA
U6609,Frontend Engineer,2,Technology,,Masters,Interaction Designer,"Data Structures, DevOps, Kubernetes, Python, React",7.2,8.11
U9968,Frontend Engineer,15,Finance,,Bachelors,UX Designer,"Java, Kubernetes, Linux, Machine Learning, Security",51.0,56.58
U6705,Frontend Engineer,10,Healthcare,,Bachelors,UI Developer,"Cloud, Docker, Kubernetes, SQL, Security",51.2,58.93
U4921,Frontend Engineer,10,Retail,,Bachelors,UX Designer,"Docker, Java, Kubernetes, SQL, Security",14.1,17.27
U8789,Frontend Engineer,5,Retail,,Bachelors,UX Designer,"Data Structures, DevOps, Java, Machine Learning, SQL",15.8,18.99
U2697,Interaction Designer,8,Technology,,Bachelors,Frontend Engineer,"Data Structures, DevOps, Java, Kubernetes, Machine Learning",37.3,46.62
U5084,Interaction Designer,3,Education,,Masters,Frontend Engineer,"Docker, Java, SQL, Security, Testing",30.6,34.19
U5072,Interaction Designer,11,Automotive,,PhD,UX Designer,"Data Structures, Java, Linux, Node.js, Security",9.7,11.96
U3029,Interaction Designer,12,Finance,,PhD,UX Designer,"Cloud, Java, Kubernetes, Linux, Security",53.7,62.35
U2107,Interaction Designer,11,Healthcare,,Bachelors,Frontend Engineer,"DevOps, Docker, Linux, Machine Learning, SQL",50.6,56.51
U9852,Interaction Designer,1,Retail,,Bachelors,UX Designer,"Linux, Node.js, Python, SQL, Security",6.3,7.5
U4422,Interaction Designer,0,Education,,Bachelors,Frontend Engineer,"Customer Service, Networking Basics, Operating Systems",6.86,7.87
U6130,Interaction Designer,10,Telecom,,Bachelors,Web Developer,"DevOps, Java, Kubernetes, Linux, Testing",17.2,21.01
U9318,Interaction Designer,4,Healthcare,,Bachelors,Web Developer,"Data Structures, Docker, Machine Learning, SQL, Security",22.9,25.65
U3935,Interaction Designer,3,Finance,,Bachelors,Frontend Engineer,"Cloud, Kubernetes, Node.js, SQL, Testing",25.8,29.71
U3719,Interaction Designer,2,Telecom,,Bachelors,Web Developer,"DevOps, Docker, Linux, SQL, Security",30.7,36.76
U2643,Interaction Designer,9,Telecom,,Masters,Frontend Engineer,"Data Structures, DevOps, Docker, Linux, SQL",52.6,60.36
U1997,Interaction Designer,9,Retail,,Masters,UI Developer,"Data Structures, Kubernetes, Python, SQL, Testing",21.6,23.76
U6445,Interaction Designer,14,Education,,Masters,Web Developer,"Docker, Node.js, React, SQL, Security",61.2,73.29
U4774,Interaction Designer,1,Education,,Bachelors,UX Designer,"Docker, Linux, Machine Learning, Python, SQL",28.0,31.83
U7785,Interaction Designer,6,Retail,,Bachelors,Frontend Engineer,"Data Structures, Java, Kubernetes, Linux, Testing",40.0,47.33
U3357,Interaction Designer,2,Technology,,Masters,UX Designer,"DevOps, Kubernetes, Machine Learning, Node.js, React",28.8,35.2
U5423,Interaction Designer,12,Education,,Bachelors,UI Developer,"Cloud, DevOps, Linux, Node.js, Testing",30.6,35.62
U1394,Interaction Designer,9,Finance,,Bachelors,UI Developer,"Cloud, Data Structures, DevOps, Docker, Java",26.3,31.01
U3603,Interaction Designer,9,Retail,,PhD,Web Developer,"Cloud, Data Structures, Java, Node.js, Python",56.9,68.46
U7789,Interaction Designer,1,Education,,Bachelors,UX Designer,"Data Structures, Machine Learning, Python, React, Security",12.3,14.19
U5823,Interaction Designer,2,Retail,,Masters,UX Designer,"Data Structures, Java, React, SQL, Testing",34.9,40.49
U7878,Interaction Designer,4,Telecom,,Bachelors,UI Developer,"Cloud, DevOps, Java, Node.js, React",18.4,21.01
U1580,Interaction Designer,2,Finance,,Bachelors,UX Designer,"Data Structures, Docker, Kubernetes, React, SQL",7.1,8.38
U9828,Interaction Designer,14,Automotive,,Bachelors,Frontend Engineer,"Data Structures, Kubernetes, Node.js, Security, Testing",67.0,81.38
U6887,Interaction Designer,5,Technology,,Masters,Web Developer,"Data Structures, DevOps, Docker, Machine Learning, Security",23.3,29.12
U7755,Interaction Designer,15,Telecom,,Bachelors,Web Developer,"Docker, Java, Linux, Machine Learning, Testing",23.6,28.88
U6750,Interaction Designer,11,Automotive,,Bachelors,UI Developer,"Docker, Java, Kubernetes, Linux, Python",46.1,52.6
U7963,Interaction Designer,8,Education,,Masters,Frontend Engineer,"DevOps, Java, React, SQL, Testing",48.7,54.24
U2296,Interaction Designer,1,Education,,Bachelors,Web Developer,"Docker, Java, Kubernetes, SQL, Security",32.0,37.37
U2925,Interaction Designer,4,Retail,,Bachelors,Frontend Engineer,"Data Structures, Linux, Machine Learning, Node.js, Security",9.8,12.08
U2157,Interaction Designer,7,Education,,Masters,Frontend Engineer,"Cloud, DevOps, Docker, Linux, Security",41.8,47.52
U2663,Interaction Designer,0,Telecom,,Masters,Frontend Engineer,"Customer Service, Networking Basics, Operating Systems",4.51,5.29
U3656,Interaction Designer,8,Technology,,Masters,Frontend Engineer,"Data Structures, DevOps, Java, Python, SQL",46.6,57.35
U7871,Interaction Designer,13,Telecom,,Bachelors,UX Designer,"Cloud, Linux, Machine Learning, Python, Testing",27.6,33.38
U4034,Interaction Designer,4,Technology,,Bachelors,Web Developer,"Cloud, Machine Learning, React, SQL, Security",18.9,23.23
U3574,Interaction Designer,3,Telecom,,PhD,UI Developer,"DevOps, Java, Linux, Machine Learning, Python",14.8,17.39
U1327,Interaction Designer,9,Finance,,Bachelors,Frontend Engineer,"Data Structures, Java, Machine Learning, Node.js, Python",14.3,17.88
U5738,Interaction Designer,2,Technology,,Masters,Frontend Engineer,"Linux, Machine Learning, Node.js, Python, React",23.4,29.25
U7849,Interaction Designer,6,Retail,,Masters,UX Designer,"Data Structures, DevOps, Docker, Kubernetes, SQL",16.7,20.35
U6744,Interaction Designer,12,Retail,,Masters,UX Designer,"Cloud, Java, Linux, Node.js, Python",32.2,37.46
U8130,Interaction Designer,8,Finance,,Bachelors,Web Developer,"Cloud, DevOps, Kubernetes, Python, Security",39.8,45.92
U6976,Interaction Designer,5,Telecom,,Bachelors,UX Designer,"Data Structures, Node.js, React, SQL, Testing",36.3,42.5
U8130,Interaction Designer,12,Technology,,Masters,UX Designer,"Java, Kubernetes, Machine Learning, SQL, Security",55.9,69.88
U8144,Interaction Designer,1,Automotive,,Bachelors,UX Designer,"Cloud, Python, SQL, Security, Testing",17.3,20.78
U2818,Interaction Designer,9,Technology,,Masters,Web Developer,"Cloud, Java, Python, Security, Testing",28.6,32.71
U2401,Interaction Designer,1,Finance,,Masters,UX Designer,"Cloud, DevOps, Node.js, SQL, Testing",16.2,19.42
U3165,Interaction Designer,4,Healthcare,,Bachelors,Web Developer,"Data Structures, DevOps, Docker, Java, Security",7.6,8.91
U6518,Interaction Designer,12,Healthcare,,Bachelors,UI Developer,"Docker, Kubernetes, Linux, Node.js, Security",58.5,70.53
U6471,Interaction Designer,13,Technology,,Masters,Web Developer,"Linux, Node.js, Python, React, Testing",11.9,14.4
U9650,Interaction Designer,10,Healthcare,,Masters,Frontend Engineer,"Cloud, DevOps, Linux, Node.js, Security",19.8,23.32
U3581,Interaction Designer,4,Telecom,,Masters,Frontend Engineer,"DevOps, Kubernetes, Machine Learning, React, Security",25.9,30.39
U8129,Interaction Designer,3,Healthcare,,Bachelors,Web Developer,"Docker, Kubernetes, Python, SQL, Testing",13.1,14.99
U1927,Interaction Designer,15,Technology,,Bachelors,UX Designer,"Cloud, Data Structures, DevOps, React, Security",72.9,91.12
U3286,Interaction Designer,6,Automotive,,Masters,Web Developer,"DevOps, Docker, Linux, Node.js, Python",31.5,34.88
U8017,Interaction Designer,0,Retail,,Masters,UX Designer,"Customer Service, Networking Basics, Operating Systems",3.37,4.1
U2623,Interaction Designer,4,Telecom,,Bachelors,UI Developer,"Cloud, Data Structures, Docker, Java, SQL",24.7,28.95
U4410,Interaction Designer,6,Telecom,,Masters,Frontend Engineer,"Docker, Java, SQL, Security, Testing",11.3,12.55
U1301,Interaction Designer,6,Education,,Masters,Frontend Engineer,"Data Structures, Java, Machine Learning, Python, Testing",29.2,34.63
U2600,Interaction Designer,11,Education,,Bachelors,UI Developer,"DevOps, Docker, Java, SQL, Testing",57.4,71.75
U5923,Interaction Designer,0,Telecom,,Masters,UI Developer,"Customer Service, Networking Basics, Operating Systems",6.63,8.21
U2547,Interaction Designer,2,Technology,,Bachelors,UI Developer,"DevOps, Java, Machine Learning, Python, Security",35.2,42.38
U4089,AI Research Scientist,13,Healthcare,"PyTorch, TensorFlow",Masters,Blockchain Developer,"Cloud, Data Structures, Java, Kubernetes, Node.js",10.5,12.37
U4552,AI Research Scientist,3,Telecom,ML Algorithms,Bachelors,Blockchain Developer,"DevOps, Docker, Kubernetes, Linux, SQL",31.7,38.46
U9681,AI Research Scientist,1,Retail,"ML Algorithms, Deep Learning",Bachelors,Computer Vision Researcher,"DevOps, Java, Machine Learning, Node.js, SQL",8.9,10.6
U1879,AI Research Scientist,8,Healthcare,"ML Algorithms, PyTorch, Deep Learning",Bachelors,Blockchain Developer,"Data Structures, DevOps, Docker, Kubernetes, Testing",10.5,12.75
U4348,AI Research Scientist,15,Automotive,"Deep Learning, PyTorch",Bachelors,Blockchain Developer,"Data Structures, Java, Kubernetes, SQL, Security",47.7,55.16
U8266,AI Research Scientist,7,Finance,"TensorFlow, Deep Learning, PyTorch",Masters,Quantum Computing Researcher,"Data Structures, DevOps, Java, Node.js, React",38.0,43.17
U8559,AI Research Scientist,9,Healthcare,"Research, ML Algorithms",Masters,Robotics Engineer,"Cloud, Java, Linux, Machine Learning, SQL",26.8,31.91
U9627,AI Research Scientist,0,Education,Research,Masters,Robotics Engineer,"Customer Service, Networking Basics, Operating Systems",6.23,7.4
U2367,AI Research Scientist,6,Healthcare,"Deep Learning, ML Algorithms",Bachelors,Robotics Engineer,"Docker, Java, Kubernetes, Linux, React",40.3,50.38
U3992,AI Research Scientist,12,Automotive,"Deep Learning, Research, ML Algorithms",Bachelors,Robotics Engineer,"Docker, Java, Python, React, Security",35.1,42.7
U3305,AI Research Scientist,3,Telecom,"ML Algorithms, TensorFlow",Bachelors,AR/VR Developer,"Cloud, Data Structures, Java, Linux, SQL",32.5,36.21
U5584,AI Research Scientist,0,Healthcare,"Research, PyTorch, TensorFlow, ML Algorithms",Masters,Quantum Computing Researcher,"Customer Service, Networking Basics, Operating Systems",4.88,6.05
U5769,AI Research Scientist,10,Education,"TensorFlow, Deep Learning, ML Algorithms",Bachelors,AR/VR Developer,"Docker, Linux, Machine Learning, React, Security",11.7,14.4
U4424,AI Research Scientist,9,Automotive,"TensorFlow, Research",Bachelors,Robotics Engineer,"Cloud, Java, Kubernetes, Python, React",9.2,11.03
U2501,AI Research Scientist,6,Education,"PyTorch, Research, Deep Learning, ML Algorithms",Bachelors,Robotics Engineer,"Cloud, DevOps, React, Security, Testing",30.5,35.91
U8389,AI Research Scientist,12,Technology,"TensorFlow, PyTorch, Deep Learning, Research",Bachelors,Computer Vision Researcher,"DevOps, Machine Learning, Python, React, Testing",31.0,38.74
U8424,AI Research Scientist,10,Education,"ML Algorithms, TensorFlow, PyTorch",Masters,Robotics Engineer,"Cloud, Data Structures, Machine Learning, React, Security",47.6,56.03
U3814,AI Research Scientist,2,Telecom,"TensorFlow, PyTorch",Bachelors,Computer Vision Researcher,"Java, Linux, Python, React, Security",18.1,22.13
U1001,AI Research Scientist,11,Automotive,Deep Learning,Bachelors,Robotics Engineer,"Data Structures, Docker, Java, React, Security",35.0,42.85
U1868,AI Research Scientist,10,Automotive,Deep Learning,PhD,Quantum Computing Researcher,"Docker, Linux, Node.js, React, SQL",37.4,41.67
U8716,AI Research Scientist,12,Automotive,"Research, ML Algorithms",PhD,Robotics Engineer,"Data Structures, Linux, Machine Learning, SQL, Testing",47.7,52.53
U4971,AI Research Scientist,7,Education,"TensorFlow, Research, Deep Learning",Bachelors,Robotics Engineer,"Cloud, Java, Kubernetes, Linux, Node.js",7.4,8.37
U4121,AI Research Scientist,14,Retail,"TensorFlow, PyTorch",Bachelors,Blockchain Developer,"DevOps, Kubernetes, Linux, Python, Security",56.8,68.7
U7160,AI Research Scientist,13,Education,"TensorFlow, Deep Learning",Bachelors,AR/VR Developer,"Cloud, Data Structures, Kubernetes, React, Security",20.1,23.79
U5275,AI Research Scientist,6,Automotive,"TensorFlow, Research, PyTorch",Bachelors,Blockchain Developer,"Docker, Kubernetes, Machine Learning, Node.js, Python",8.3,9.76
U5224,AI Research Scientist,7,Technology,"Research, TensorFlow",Masters,Quantum Computing Researcher,"Cloud, DevOps, Linux, Python, SQL",47.1,58.88
U7269,AI Research Scientist,10,Technology,"PyTorch, Deep Learning, Research",Bachelors,AR/VR Developer,"Docker, Kubernetes, Node.js, Python, React",50.4,60.17
U1688,AI Research Scientist,8,Automotive,"TensorFlow, PyTorch, Deep Learning",PhD,Blockchain Developer,"Cloud, Linux, Machine Learning, Node.js, Python",37.5,45.27
U5437,AI Research Scientist,6,Healthcare,Deep Learning,Masters,AR/VR Developer,"Data Structures, DevOps, Machine Learning, Node.js, SQL",21.6,24.27
U1307,AI Research Scientist,12,Retail,"Research, Deep Learning, PyTorch",Masters,Robotics Engineer,"Cloud, Data Structures, Docker, Linux, Testing",47.8,52.73
U9385,AI Research Scientist,7,Education,"TensorFlow, PyTorch, Deep Learning",Bachelors,Computer Vision Researcher,"Data Structures, Java, Linux, Machine Learning, Security",42.0,52.02
U2028,AI Research Scientist,0,Technology,"Research, TensorFlow, Deep Learning",Masters,Robotics Engineer,"Customer Service, Networking Basics, Operating Systems",5.42,6.08
U8194,AI Research Scientist,12,Finance,"Deep Learning, TensorFlow, ML Algorithms",Masters,Blockchain Developer,"Cloud, Linux, Machine Learning, React, Security",14.6,17.24
U3525,AI Research Scientist,3,Healthcare,"PyTorch, Research, ML Algorithms",Bachelors,Robotics Engineer,"Docker, Kubernetes, Machine Learning, Python, Security",6.6,8.25
U2368,AI Research Scientist,7,Retail,"PyTorch, TensorFlow, Deep Learning",Bachelors,Blockchain Developer,"Data Structures, DevOps, Docker, Python, Security",27.1,32.2
U2816,AI Research Scientist,0,Education,TensorFlow,PhD,Computer Vision Researcher,"Customer Service, Networking Basics, Operating Systems",6.82,8.46
U6940,AI Research Scientist,3,Healthcare,"Research, PyTorch",Bachelors,Blockchain Developer,"Cloud, DevOps, Kubernetes, Machine Learning, React",25.6,28.53
U8997,AI Research Scientist,10,Retail,"ML Algorithms, TensorFlow",Masters,Blockchain Developer,"Java, Linux, Machine Learning, React, SQL",30.3,35.38
U4363,AI Research Scientist,3,Retail,"Deep Learning, ML Algorithms, Research",PhD,Computer Vision Researcher,"Data Structures, Machine Learning, Python, React, Security",28.7,31.57
U9761,AI Research Scientist,9,Technology,"Deep Learning, PyTorch",Bachelors,Blockchain Developer,"Cloud, Data Structures, DevOps, Java, Linux",45.4,54.37
U1736,AI Research Scientist,15,Telecom,"Research, TensorFlow",Bachelors,Quantum Computing Researcher,"DevOps, Docker, Node.js, Security, Testing",16.7,19.08
U7635,AI Research Scientist,5,Telecom,"TensorFlow, PyTorch",Bachelors,Robotics Engineer,"Cloud, DevOps, Linux, Node.js, SQL",4.8,5.93
U3436,AI Research Scientist,13,Finance,"ML Algorithms, PyTorch, TensorFlow",Masters,Blockchain Developer,"Data Structures, Node.js, React, SQL, Security",36.9,44.77
U7524,AI Research Scientist,9,Automotive,"TensorFlow, PyTorch",Bachelors,Computer Vision Researcher,"Linux, Node.js, Python, Security, Testing",17.2,20.22
U3019,AI Research Scientist,4,Education,"ML Algorithms, Research, Deep Learning",Bachelors,Quantum Computing Researcher,"Cloud, DevOps, Machine Learning, Python, React",21.1,25.53
U9875,AI Research Scientist,1,Healthcare,"PyTorch, Research",Bachelors,Quantum Computing Researcher,"Cloud, Docker, Java, Python, Security",11.4,14.11
U4080,AI Research Scientist,14,Automotive,"TensorFlow, Deep Learning, PyTorch, ML Algorithms",Bachelors,Blockchain Developer,"DevOps, Linux, Machine Learning, Python, Security",13.2,15.98
U1321,AI Research Scientist,9,Education,Deep Learning,Masters,Quantum Computing Researcher,"Data Structures, DevOps, Kubernetes, Node.js, Security",11.2,12.5
U2587,AI Research Scientist,15,Retail,PyTorch,Bachelors,Robotics Engineer,"Java, Machine Learning, Node.js, SQL, Testing",74.4,83.62
U7381,AI Research Scientist,3,Automotive,"Research, PyTorch, TensorFlow",Masters,Robotics Engineer,"Docker, Linux, React, SQL, Security",7.6,8.36
U2015,AI Research Scientist,12,Retail,"Research, ML Algorithms, TensorFlow",Bachelors,Computer Vision Researcher,"DevOps, Kubernetes, Machine Learning, Python, Testing",10.7,12.14
U8705,AI Research Scientist,3,Technology,"TensorFlow, ML Algorithms",PhD,Computer Vision Researcher,"DevOps, Java, Kubernetes, Machine Learning, Security",14.6,17.03
U1945,AI Research Scientist,11,Technology,"Research, TensorFlow, Deep Learning",Bachelors,Quantum Computing Researcher,"Data Structures, Java, Kubernetes, Linux, Testing",58.7,73.38
U7034,AI Research Scientist,10,Telecom,"Deep Learning, TensorFlow, PyTorch, ML Algorithms",Bachelors,AR/VR Developer,"Docker, Python, React, Security, Testing",24.8,30.3
U9043,AI Research Scientist,6,Education,TensorFlow,Bachelors,Blockchain Developer,"DevOps, Docker, Java, Kubernetes, React",31.8,37.58
U6037,AI Research Scientist,14,Automotive,"ML Algorithms, TensorFlow, Research, Deep Learning",Bachelors,Computer Vision Researcher,"Docker, Kubernetes, Node.js, Security, Testing",30.5,35.06
U6643,AI Research Scientist,5,Telecom,"Deep Learning, TensorFlow",Masters,Blockchain Developer,"Cloud, Docker, Node.js, React, SQL",6.3,7.48
U7058,AI Research Scientist,12,Finance,"TensorFlow, Deep Learning, Research",Bachelors,Computer Vision Researcher,"Cloud, Docker, Python, SQL, Security",64.8,74.61
U9358,AI Research Scientist,9,Education,"Deep Learning, Research, ML Algorithms, TensorFlow",Bachelors,Robotics Engineer,"Cloud, DevOps, Linux, SQL, Security",25.6,30.54
U2438,AI Research Scientist,7,Education,"PyTorch, ML Algorithms, Research",Bachelors,Blockchain Developer,"Cloud, Kubernetes, React, SQL, Testing",22.5,25.49
U5231,AI Research Scientist,10,Healthcare,"PyTorch, Research, TensorFlow",Bachelors,Blockchain Developer,"DevOps, Machine Learning, Python, React, SQL",38.4,42.45
U8746,Robotics Engineer,10,Finance,,Bachelors,Computer Vision Researcher,"Cloud, Docker, Java, Node.js, React",42.9,50.81
U3471,Robotics Engineer,9,Retail,,Masters,AI Research Scientist,"Docker, Kubernetes, Linux, Node.js, React",53.8,61.59
U1743,Robotics Engineer,15,Education,,Bachelors,Blockchain Developer,"Cloud, Machine Learning, Python, React, Testing",55.8,67.17
U2418,Robotics Engineer,11,Retail,,Bachelors,Computer Vision Researcher,"Cloud, Data Structures, Linux, Security, Testing",16.7,19.45
U8056,Robotics Engineer,7,Telecom,,Bachelors,Blockchain Developer,"Data Structures, Machine Learning, Node.js, React, Testing",34.6,42.58
U5586,Robotics Engineer,6,Finance,,Masters,AI Research Scientist,"Java, Linux, Machine Learning, Python, Security",10.4,11.7
U7250,Robotics Engineer,1,Automotive,,Masters,AI Research Scientist,"Docker, Java, Linux, Node.js, Testing",4.7,5.85
U4929,Robotics Engineer,5,Technology,,Bachelors,AI Research Scientist,"Docker, Java, Linux, Node.js, React",12.0,13.59
U2698,Robotics Engineer,15,Finance,,Masters,Computer Vision Researcher,"Java, Python, SQL, Security, Testing",30.1,36.01
U5235,Robotics Engineer,13,Healthcare,,Masters,AI Research Scientist,"Data Structures, DevOps, Machine Learning, React, Security",68.9,85.52
U8656,Robotics Engineer,14,Automotive,,Bachelors,Blockchain Developer,"Cloud, DevOps, Docker, Security, Testing",51.7,57.23
U9294,Robotics Engineer,13,Automotive,,Masters,AR/VR Developer,"Data Structures, Docker, React, Security, Testing",40.5,45.18
U4170,Robotics Engineer,14,Education,,Bachelors,AI Research Scientist,"DevOps, Java, Linux, React, SQL",16.1,19.99
U9880,Robotics Engineer,3,Automotive,,Bachelors,AR/VR Developer,"Cloud, DevOps, Docker, Java, Testing",15.7,19.12
U3270,Robotics Engineer,13,Technology,,Bachelors,Quantum Computing Researcher,"Cloud, Docker, Kubernetes, React, Security",8.3,10.01
U9281,Robotics Engineer,2,Telecom,,Masters,AR/VR Developer,"Cloud, Kubernetes, Linux, Node.js, Python",4.7,5.31
U3615,Robotics Engineer,10,Telecom,,Bachelors,AR/VR Developer,"Docker, Java, Linux, Machine Learning, Testing",34.8,41.88
U9250,Robotics Engineer,8,Healthcare,,PhD,AI Research Scientist,"Data Structures, DevOps, Linux, Machine Learning, Python",13.1,15.59
U2652,Robotics Engineer,15,Finance,,Bachelors,Blockchain Developer,"Data Structures, Java, Machine Learning, React, Security",58.9,67.94
U9702,Robotics Engineer,11,Healthcare,,Bachelors,Blockchain Developer,"Cloud, Java, Kubernetes, Python, Security",16.2,18.55
U1729,Robotics Engineer,1,Automotive,,PhD,AR/VR Developer,"Cloud, Data Structures, React, SQL, Testing",31.5,39.04
U7338,Robotics Engineer,3,Education,,PhD,AR/VR Developer,"DevOps, Java, Kubernetes, React, Security",8.8,9.96
U7799,Robotics Engineer,13,Telecom,,Masters,Blockchain Developer,"Cloud, Linux, Python, SQL, Security",47.2,52.33
U1141,Robotics Engineer,3,Automotive,,PhD,AR/VR Developer,"DevOps, Machine Learning, Python, SQL, Security",34.0,39.77
U7852,Robotics Engineer,8,Retail,,Bachelors,Computer Vision Researcher,"Java, Kubernetes, Python, React, Security",40.3,49.95
U4849,Robotics Engineer,9,Finance,,Bachelors,Blockchain Developer,"Docker, Kubernetes, Linux, Node.js, React",24.0,27.44
U3253,Robotics Engineer,13,Automotive,,Masters,Blockchain Developer,"Cloud, Data Structures, Java, Linux, Machine Learning",49.4,56.41
U9923,Robotics Engineer,8,Technology,,Masters,AI Research Scientist,"DevOps, Docker, Linux, Node.js, Python",48.3,54.06
U3209,Robotics Engineer,15,Education,,Bachelors,Blockchain Developer,"DevOps, Java, Kubernetes, React, Testing",20.4,25.5
U6440,Robotics Engineer,7,Retail,,PhD,Computer Vision Researcher,"Docker, Linux, Machine Learning, React, Testing",23.3,26.06
U8003,Robotics Engineer,15,Education,,Masters,Quantum Computing Researcher,"Cloud, DevOps, Kubernetes, Linux, Node.js",29.5,33.83
U7584,Robotics Engineer,0,Technology,,Masters,Blockchain Developer,"Customer Service, Networking Basics, Operating Systems",4.85,5.64
U7881,Robotics Engineer,14,Finance,,Bachelors,AI Research Scientist,"Data Structures, DevOps, Java, Python, React",65.8,82.25
U4730,Robotics Engineer,13,Retail,,PhD,Blockchain Developer,"Data Structures, Linux, Node.js, Security, Testing",56.7,67.49
U4324,Robotics Engineer,6,Telecom,,Bachelors,AI Research Scientist,"Kubernetes, Machine Learning, Node.js, SQL, Testing",32.2,38.37
U4059,Robotics Engineer,13,Finance,,Bachelors,Computer Vision Researcher,"Cloud, Data Structures, Docker, Node.js, SQL",51.7,60.24
U5402,Robotics Engineer,3,Finance,,PhD,Computer Vision Researcher,"Data Structures, DevOps, Kubernetes, Linux, React",33.1,41.38
U3386,Robotics Engineer,7,Education,,Bachelors,Blockchain Developer,"Cloud, Data Structures, Linux, SQL, Security",43.0,51.58
U3435,Robotics Engineer,9,Healthcare,,Masters,AI Research Scientist,"Cloud, Machine Learning, Node.js, Security, Testing",35.5,39.88
U1594,Robotics Engineer,15,Technology,,PhD,AI Research Scientist,"Cloud, Java, Python, React, Security",74.7,85.68
U6061,Robotics Engineer,6,Retail,,Bachelors,Quantum Computing Researcher,"Linux, Node.js, Python, SQL, Security",8.5,9.36
U7555,Robotics Engineer,8,Finance,,Bachelors,Quantum Computing Researcher,"Cloud, Data Structures, DevOps, Machine Learning, React",9.1,11.38
U3138,Robotics Engineer,15,Telecom,,Bachelors,Quantum Computing Researcher,"Docker, Linux, Node.js, Python, React",57.2,70.6
U7501,Robotics Engineer,0,Automotive,,Bachelors,AR/VR Developer,"Customer Service, Networking Basics, Operating Systems",5.06,5.61
U2076,Robotics Engineer,12,Retail,,PhD,Quantum Computing Researcher,"Data Structures, DevOps, Kubernetes, Node.js, React",27.3,31.07
U1367,Robotics Engineer,7,Retail,,Masters,AR/VR Developer,"Cloud, Kubernetes, Linux, Node.js, Security",14.3,16.2
U7781,Robotics Engineer,12,Finance,,Bachelors,Blockchain Developer,"Cloud, Data Structures, Docker, Kubernetes, Security",12.0,14.18
U5315,Robotics Engineer,11,Retail,,PhD,Computer Vision Researcher,"Cloud, Kubernetes, Python, SQL, Testing",22.8,25.91
U6625,Robotics Engineer,1,Healthcare,,Masters,Computer Vision Researcher,"DevOps, Kubernetes, Linux, Node.js, Security",5.0,5.74
U9673,Robotics Engineer,1,Technology,,Bachelors,Quantum Computing Researcher,"Data Structures, DevOps, Java, Python, React",15.6,18.64
U9110,Robotics Engineer,13,Technology,,Masters,Blockchain Developer,"Linux, Machine Learning, Node.js, SQL, Testing",26.1,32.62
U9606,Robotics Engineer,15,Finance,,Bachelors,AR/VR Developer,"Kubernetes, Machine Learning, Node.js, SQL, Testing",24.1,29.79
U5289,Robotics Engineer,4,Telecom,,Bachelors,Computer Vision Researcher,"Cloud, Docker, Java, Kubernetes, Linux",15.0,18.52
U1166,Robotics Engineer,6,Telecom,,Bachelors,Computer Vision Researcher,"DevOps, Docker, Node.js, SQL, Security",5.0,5.99
U5777,Robotics Engineer,9,Automotive,,Bachelors,AR/VR Developer,"DevOps, Java, Linux, React, Security",31.7,37.43
U9237,Robotics Engineer,7,Technology,,PhD,Blockchain Developer,"Data Structures, Java, Linux, Machine Learning, Testing",10.9,13.24
U1028,Robotics Engineer,14,Telecom,,Bachelors,Computer Vision Researcher,"DevOps, Java, Node.js, React, Security",12.8,15.11
U7207,Robotics Engineer,12,Finance,,Masters,AI Research Scientist,"Cloud, DevOps, Kubernetes, Linux, Testing",36.3,45.38
U1915,Robotics Engineer,13,Healthcare,,Bachelors,Quantum Computing Researcher,"DevOps, Docker, Machine Learning, React, SQL",17.9,21.74
U5791,Robotics Engineer,3,Retail,,Bachelors,Quantum Computing Researcher,"DevOps, Node.js, Python, Security, Testing",23.8,26.18
U3023,Robotics Engineer,12,Finance,,PhD,Blockchain Developer,"DevOps, Docker, Machine Learning, Node.js, React",11.3,14.12
U2550,Robotics Engineer,4,Retail,,Bachelors,AR/VR Developer,"DevOps, Docker, Kubernetes, React, SQL",30.0,36.58
U1849,Robotics Engineer,4,Finance,,Masters,Quantum Computing Researcher,"Data Structures, Docker, Kubernetes, SQL, Security",33.4,38.15
U3132,Robotics Engineer,6,Retail,,PhD,AR/VR Developer,"Java, Linux, Python, React, Security",20.7,23.3
U6483,Robotics Engineer,14,Finance,,Bachelors,AR/VR Developer,"DevOps, Kubernetes, Linux, React, SQL",46.0,51.33
U8885,Robotics Engineer,0,Technology,,Masters,Quantum Computing Researcher,"Customer Service, Networking Basics, Operating Systems",5.96,7.36
U4197,Robotics Engineer,7,Automotive,,Bachelors,Quantum Computing Researcher,"Data Structures, Docker, React, SQL, Security",12.6,15.28
U9305,Robotics Engineer,3,Finance,,Bachelors,AI Research Scientist,"Cloud, Docker, Kubernetes, Linux, Node.js",22.2,25.09
U7871,Robotics Engineer,6,Automotive,,Bachelors,Blockchain Developer,"Cloud, Data Structures, Docker, Kubernetes, Node.js",33.9,37.83
U2619,Robotics Engineer,6,Automotive,,Bachelors,Computer Vision Researcher,"Cloud, Kubernetes, Node.js, React, Testing",8.2,9.86
U4492,Robotics Engineer,15,Technology,,Masters,Computer Vision Researcher,"Cloud, DevOps, Java, Kubernetes, Security",30.2,36.7
U6910,Robotics Engineer,8,Retail,,Bachelors,Quantum Computing Researcher,"DevOps, Docker, Java, Linux, Security",39.8,47.33
